orderId,txId,tDat,customerId,articleId,price,salesChannelId
10,1326888,2018-10-18,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,675281001,0.0254067796610169,1
10,1326889,2018-10-18,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,504155020,0.0338813559322033,1
11,1453071,2018-10-21,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,626168001,0.0271016949152542,2
11,1453072,2018-10-21,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,667127001,0.0677796610169491,2
11,1453073,2018-10-21,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,662888002,0.0338813559322033,2
12,3915479,2018-12-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,674601001,0.0338813559322033,2
12,3915480,2018-12-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,587748004,0.0254067796610169,2
12,3915481,2018-12-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,629042001,0.0762542372881355,2
12,3915482,2018-12-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,575172001,0.020322033898305,2
12,3915483,2018-12-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,662264001,0.0304915254237288,2
13,4187458,2018-12-26,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,674601001,0.0338813559322033,2
13,4187459,2018-12-26,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,693246005,0.0432033898305084,1
13,4187460,2018-12-26,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,693246001,0.0432033898305084,1
13,4187461,2018-12-26,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,699358003,0.0220169491525423,1
13,4187462,2018-12-26,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,504155018,0.0220169491525423,1
14,4565088,2019-01-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,563519006,0.0254067796610169,1
14,4565089,2019-01-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,399223001,0.0338813559322033,1
14,4565090,2019-01-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,399223033,0.0338813559322033,1
14,4565091,2019-01-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,563519008,0.0254067796610169,1
14,4565092,2019-01-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,543054005,0.0243898305084745,1
15,6910308,2019-03-03,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,689572001,0.1186271186440677,2
15,6910309,2019-03-03,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,729095001,0.0508305084745762,2
15,6910310,2019-03-03,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,677931001,0.0338813559322033,2
15,6910311,2019-03-03,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,770241001,0.0508305084745762,2
16,7260303,2019-03-12,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,596934001,0.0474406779661016,2
16,7260304,2019-03-12,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,716498001,0.0677796610169491,2
16,7260305,2019-03-12,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,707075001,0.084728813559322,2
17,12589374,2019-06-25,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,690644001,0.0100847457627118,1
17,12589375,2019-06-25,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,733267003,0.028864406779661,1
18,12934371,2019-06-29,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,707717007,0.0125423728813559,1
18,12934372,2019-06-29,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,708464006,0.0109661016949152,1
18,12934373,2019-06-29,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,568931012,0.0282372881355932,1
18,12934374,2019-06-29,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,548613003,0.0078474576271186,1
18,12934375,2019-06-29,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,712587002,0.0250847457627118,1
19,14601210,2019-07-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,730566005,0.0540169491525423,2
19,14601211,2019-07-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,803757002,0.0154406779661016,2
19,14601212,2019-07-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,750424008,0.030864406779661,2
19,14601213,2019-07-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,708471006,0.0231355932203389,2
19,14601214,2019-07-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,767893002,0.0154406779661016,2
20,15470645,2019-08-15,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,751998001,0.0254067796610169,2
20,15470646,2019-08-15,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,674606042,0.020322033898305,2
20,15470647,2019-08-15,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,751998002,0.0101525423728813,2
20,15470648,2019-08-15,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,448515001,0.0220169491525423,2
21,17858509,2019-10-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,757741007,0.0254067796610169,2
21,17858510,2019-10-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,779324004,0.0338813559322033,2
21,17858511,2019-10-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,779324006,0.0338813559322033,2
21,17858512,2019-10-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,757726003,0.0152372881355932,2
21,17858513,2019-10-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,779324007,0.0338813559322033,2
21,17858514,2019-10-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,609355014,0.0355762711864406,2
22,18672266,2019-11-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,835664002,0.0225084745762711,2
22,18672267,2019-11-05,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,777892002,0.03,2
23,19357841,2019-11-28,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,788651002,0.036593220338983,2
23,19357842,2019-11-28,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,786743001,0.1208135593220338,2
23,19357843,2019-11-28,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,818890001,0.0304915254237288,2
23,19357844,2019-11-28,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,821750001,0.0121864406779661,2
23,19357845,2019-11-28,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,534181011,0.1208135593220338,2
24,21620525,2020-01-25,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,825728001,0.0474406779661016,2
24,21620526,2020-01-25,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,825728001,0.0474406779661016,2
25,22434267,2020-02-17,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,821115002,0.0338813559322033,2
26,22565959,2020-02-21,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,821115003,0.0338813559322033,2
26,22565960,2020-02-21,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,821115002,0.0338813559322033,2
27,22635152,2020-02-23,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,762310003,0.008457627118644,2
27,22635153,2020-02-23,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,837444003,0.084728813559322,2
28,25137277,2020-04-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,278811007,0.0338813559322033,2
28,25137278,2020-04-27,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,816589003,0.008457627118644,2
29,25414370,2020-05-06,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,798449003,0.0152372881355932,2
29,25414371,2020-05-06,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,846139002,0.0457457627118644,2
29,25414372,2020-05-06,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,841383003,0.0076101694915254,2
29,25414373,2020-05-06,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,785226004,0.0533728813559322,2
29,25414374,2020-05-06,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,823791001,0.061,2
29,25414375,2020-05-06,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,876306002,0.0198135593220338,2
30,25802889,2020-05-16,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,841383002,0.008457627118644,2
30,25802890,2020-05-16,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,841383003,0.008457627118644,2
30,25802891,2020-05-16,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,785226004,0.0593050847457627,2
31,28945949,2020-07-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,899129001,0.0135423728813559,2
31,28945950,2020-07-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,853391002,0.0101525423728813,2
31,28945951,2020-07-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,868544001,0.0254067796610169,2
31,28945952,2020-07-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,899225001,0.0101525423728813,2
31,28945953,2020-07-13,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,853390002,0.0152372881355932,2
32,31691975,2020-09-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,784053005,0.0508305084745762,2
32,31691976,2020-09-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,818754004,0.0169322033898305,2
32,31691977,2020-09-20,0132cd2eb3c6b1f66784f65f94ddd8352add2653e0caf5fc564fcfe4eb977863,797988002,0.0254067796610169,2
33,4091299,2018-12-23,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,683379001,0.0135423728813559,1
33,4091300,2018-12-23,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,562245055,0.0338813559322033,1
33,4091301,2018-12-23,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,552866001,0.0271016949152542,1
33,4091302,2018-12-23,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,615021016,0.0169322033898305,1
33,4091303,2018-12-23,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,608776002,0.0135423728813559,1
33,4091304,2018-12-23,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,693242005,0.0338813559322033,1
34,7660738,2019-03-22,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,707488004,0.0338813559322033,1
34,7660739,2019-03-22,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,712594003,0.0338813559322033,1
34,7660740,2019-03-22,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,708855004,0.0508305084745762,1
34,7660741,2019-03-22,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,731160005,0.084728813559322,1
35,8735367,2019-04-14,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,711916002,0.0254067796610169,1
35,8735368,2019-04-14,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,446224014,0.0169322033898305,1
36,11606716,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,738383001,0.0338813559322033,1
36,11606717,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,458543005,0.0304915254237288,1
36,11606718,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,758222002,0.0169322033898305,1
36,11606719,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,664405007,0.0135423728813559,1
36,11606720,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,726925004,0.0169322033898305,1
36,11606721,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,744630001,0.0220169491525423,1
36,11606722,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,719128003,0.0423559322033898,1
36,11606723,2019-06-10,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,727948001,0.0304915254237288,1
37,15470686,2019-08-15,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,753061004,0.004728813559322,1
38,16015599,2019-08-29,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,787946002,0.0160847457627118,1
38,16015600,2019-08-29,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,767862001,0.0160847457627118,1
38,16015601,2019-08-29,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,755458008,0.0402372881355932,1
38,16015602,2019-08-29,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,790918001,0.0160847457627118,1
38,16015603,2019-08-29,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,799687002,0.0080338983050847,1
38,16015604,2019-08-29,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,621381009,0.0321864406779661,1
39,19914314,2019-12-07,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,507883009,0.0124745762711864,1
39,19914315,2019-12-07,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,243937001,0.0156101694915254,1
39,19914316,2019-12-07,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,464297007,0.015593220338983,1
40,30665631,2020-08-24,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,800691031,0.0118474576271186,1
40,30665632,2020-08-24,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,501914002,0.1262711864406779,1
40,30665633,2020-08-24,01713f103284ab2ba16f525802a6e33b69ffe216ad5b4d09a2dbf6bce6e44827,805000010,0.0508305084745762,1
41,4609791,2019-01-06,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,678694002,0.0254067796610169,1
41,4609792,2019-01-06,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,591334032,0.0169322033898305,1
42,7419622,2019-03-16,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,737040005,0.0187118644067796,1
42,7419623,2019-03-16,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,632982033,0.0169322033898305,1
42,7419624,2019-03-16,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,632982033,0.0169322033898305,1
43,12777276,2019-06-27,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,739529010,0.0169322033898305,1
43,12777277,2019-06-27,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,751534004,0.0423559322033898,1
44,12997697,2019-06-30,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,217727003,0.0067627118644067,1
44,12997698,2019-06-30,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,217727002,0.0067627118644067,1
44,12997699,2019-06-30,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,652956001,0.008457627118644,1
45,13329543,2019-07-05,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,634016030,0.0169322033898305,1
46,22846996,2020-02-29,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,130035001,0.0067627118644067,1
46,22846997,2020-02-29,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,858453001,0.0593050847457627,1
46,22846998,2020-02-29,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,828982001,0.0254067796610169,1
47,30333778,2020-08-14,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,791587007,0.0254067796610169,1
47,30333779,2020-08-14,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,698276004,0.0508305084745762,1
47,30333780,2020-08-14,01a361158e9f5d9a2c1f9b28c46220944ad6cf05b49cf848cd88f437109f8c1d,791587015,0.0254067796610169,1
48,348785,2018-09-28,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,526708008,0.0050677966101694,1
49,3262741,2018-12-01,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,705330002,0.0169322033898305,1
50,4212853,2018-12-27,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,677121006,0.0101525423728813,1
51,5381546,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,651445001,0.0147627118644067,2
51,5381547,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,634775006,0.0131186440677966,2
51,5381548,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,651350002,0.0147627118644067,2
51,5381549,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,307656020,0.0049152542372881,2
51,5381550,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,356289075,0.0147627118644067,2
51,5381551,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,692555001,0.0082033898305084,2
51,5381552,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,630701009,0.0082033898305084,2
51,5381553,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,675274001,0.0147627118644067,2
51,5381554,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,658589001,0.0114745762711864,2
51,5381555,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,633131001,0.0147627118644067,2
51,5381556,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,685685003,0.0065593220338983,2
51,5381557,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,716516001,0.0098305084745762,2
51,5381558,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,496762022,0.0098305084745762,2
51,5381559,2019-01-25,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,681561001,0.0098305084745762,2
52,5839433,2019-02-05,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,717664004,0.0254067796610169,1
53,12997918,2019-06-30,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,672127007,0.008457627118644,1
53,12997919,2019-06-30,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,186372045,0.008457627118644,1
54,15372322,2019-08-13,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,750409003,0.0118474576271186,1
55,15949047,2019-08-27,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,753816010,0.0152372881355932,1
56,18524662,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,766523003,0.0169322033898305,2
56,18524663,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,719530003,0.0338813559322033,2
56,18524664,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,633813007,0.0101525423728813,2
56,18524665,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,797663001,0.0321864406779661,2
56,18524666,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,765225006,0.0169322033898305,2
56,18524667,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,536139054,0.0169322033898305,2
56,18524668,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,790383003,0.0169322033898305,2
56,18524669,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,612935010,0.0169322033898305,2
56,18524670,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,766829004,0.0220169491525423,2
56,18524671,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,766829004,0.0220169491525423,2
56,18524672,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,753061006,0.0101525423728813,2
56,18524673,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,790612001,0.0677796610169491,2
56,18524674,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,640154008,0.0169322033898305,2
56,18524675,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,683662021,0.0135423728813559,2
56,18524676,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,803378001,0.0101525423728813,2
56,18524677,2019-11-02,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,771643001,0.0135423728813559,2
57,20749206,2019-12-30,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,780172005,0.0050677966101694,1
58,21884835,2020-02-01,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,685044005,0.0254067796610169,2
58,21884836,2020-02-01,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,761347001,0.0101525423728813,2
58,21884837,2020-02-01,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,761680001,0.0186271186440677,2
58,21884838,2020-02-01,02733975f55c272aa891ecbef9cb5af31d6bc2656f992bd74afc023c619d1b71,761680004,0.0186271186440677,2
