customerId,fn,active,clubMemberStatus,fashionNewsFrequency,age,postalCode
12557b022d469e7caa0c68184cc1cf1b0ae9a486ee13a52303d9bf358e9d40e1,,,ACTIVE,NONE,32.0,f2eb5524a98805f56de14fa0cf0fa5b232fac943aaa92d961c437dc0a8664d34
131798857927db35449d268a6cb3db2269f315bf67782c17fdb147e1adf883e1,,,ACTIVE,NONE,59.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
131a78a4e61d92985f714b790500c6f5aed58456b07b5efdf0103dbe18827f6b,1.0,1.0,ACTIVE,Regularly,57.0,baca0f833b007fe00c0cb39953184118694203d4d188c9b87131401038edabe7
132561e34ac2a74249a263d3c9b2c1bc969a3c696351b5104ad7a054f77b417c,,,ACTIVE,NONE,48.0,bf1cc2b00a0eca246fdc260f9670cfce4518c0e72f101b43790884789f52a99e
1421a3c123199e3cad48ceda9e4a2326e5ee0986cb059f6b79353befd01eae97,,,ACTIVE,NONE,30.0,c3bf97f66caa0f88d206b3ba6851199839d751f30790ea347255ad51bc7b5b25
14547d6f8c23b87442c0a7b02d1a6d44573dac88b3e377ad7961db753649060d,1.0,1.0,ACTIVE,Regularly,26.0,007609a7e2c8d9263533e3f6d734ec28fd80c7e4d8c2f8ef91305a70baa7e2af
145abe08d0ed94fe75e932bf36d3794ab9bf29d9bc38eedbf594926be0a5605d,1.0,1.0,ACTIVE,Regularly,22.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1465b237d7ed6f93ee846629dd5af73e8084ff8a7e87d59c959214168fe6a28d,1.0,1.0,ACTIVE,Regularly,33.0,bd51bc94f972376b0845c1df4e06f3bb3d7d7b0fe3100b0dacbbca395dccef18
147f16991579b66840ae99fff0d368c47893e4491f525873abec42e5d69b2e2e,1.0,1.0,ACTIVE,Regularly,68.0,bf6b62131ce1f533e77055a39e033baecc52e9b8e012918f419302228abca573
14b7adfec374c9dfd9a37503e13be5121ffc324f190e8acd294c9a4ecb4df9fd,,,ACTIVE,NONE,51.0,cfc7bddc9477787230d88bc0e2d9b48bea847ee993121be132cd52e268cfe68d
14e425f784f1522efc44c61e36b009b432437f343d1150c9c34729dfabb78d18,,,ACTIVE,NONE,59.0,25ae30c111858e20aff311a58e89d75181be935474345bf29edaa6db22765ab6
159329e13f485ad8e8956ea06619089a7366f36c92efc8a83f3b1e14d9df8d42,,,ACTIVE,NONE,23.0,52f045017a8710a5769e5d6e38e5f0f8f1dc173cbd23b3aeb02b734da8c10cfe
15fd74e28e86739aa34ec13e7118630fcafa9bc75f84ca149f010f65fae32158,,,ACTIVE,NONE,32.0,88469a86465946d71d5e4e8f73b229a9eedd466f1560636b0216aae1394a46d6
1606abcbf40ce6a1c6cd9be4d7fbc49854bf481cb9daf75f37727b9c10a378a5,1.0,1.0,ACTIVE,Regularly,20.0,020a02c6c52a3fed275cb784f1f90355d4abab023343340b7e4845d10dce88b1
167a42f3c1142d6f14febc9cfc71d58ca2ae522d38d2b1d579bce65948841145,,,ACTIVE,NONE,21.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
169049d791345d5fdf4bb6a7c30462843d168eba298dbb2e1801df8876b27c63,1.0,1.0,ACTIVE,Regularly,68.0,0072aa5a5f68bfe9e7d7e3c1c04b859d86f43d06dd3a613982afec6235682864
16c05902f4ca865860fb72e477d39b4867efb56a5a01d6bf1935520205b33815,,,ACTIVE,NONE,57.0,b42291a075e024afb9b58a12afafed1920d9e935c161a7769843ddf7aefaefc6
16fce654e3dda6df2c46298a13eaeb2130a65de737c8b8c6bda9cadb7f74605b,,,ACTIVE,NONE,47.0,b05bdfb7ebd4b3257f7dc855d934a09c109778100b6fc95003b273621386ed56
17417945c9189b66d7f72dc0b770cf21445eb0d252e6052a36c114d4ffd94b43,1.0,1.0,ACTIVE,Regularly,53.0,42e18bf15ffb3d9181504b107939a195c0fdb8958892caf57446feab83cbd31e
17711311376e1eb9473adff70ff71471528b3efb50d3ed7cfa19b4f8007f53a5,,,ACTIVE,NONE,19.0,3cf19f00764c8615662e2ae526b890fd442b52a57fd8fe1cc59e7c12e5e05876
1790c13b5b629b9168c4f4463de7ea54a4a14c31e652d5047e4e3bc005f034cc,1.0,1.0,ACTIVE,Regularly,29.0,b470887acc624678665cd7f85ce949840e5d5ab3aefe17450014c1221711fc80
181c9e80cdddcfa2eb0436524bb6de520ee44dee99b5279fc5293989df2da480,,,ACTIVE,NONE,63.0,f5cfb253dc6adf1b55ff2b1b989720d1794145bac89039c8654c58b248d4510f
186b9697641fccf72c964116861e03500b9fd0d798907e295a37568c681e044a,1.0,1.0,ACTIVE,Regularly,53.0,5c81705f6d2b342af35a0b79e68c89e706f17a6047137f2f6b335e2e509f1af2
1961b430b57868ceb5863e521192181a26e3a4e3e30f112f54ec502d370c1a79,1.0,1.0,ACTIVE,Regularly,35.0,e1fd3f1700946c29ee706a5911ac46b488174ced5ddfdbf5ac00c6aeed736116
19ffe3d964bf02096532df45a843f37f349d486a22a3ea0b17eb7b1433b57d68,,,ACTIVE,NONE,26.0,81dbaefec7d801507ecb6442cc4bf0d1b25cdc18a5e049fb2f8b285400f4b703
1a13e4e01806615241ab9093e4c6549898889e5fe24ebc7aae6d766795847627,,,ACTIVE,NONE,24.0,40bc09c3cebd4c67e3923d622e861087050aa6e0ef853f15e830a5c187fde52c
1a6cb77474362cac550f65ba5d40339adff9a95fd398c18a226c18f70ffb0b8d,1.0,1.0,ACTIVE,Regularly,18.0,19f27f3fd82bb5b6189271d6684b47a593e4e877264c5e2bb8f77bd2ddd9deda
1a905eea5daf34b815a124715afa0057474c2b0c914522fa67404e596e297ffc,,,ACTIVE,NONE,20.0,b04f6b55e28e04f22adff7b35b11bf36f8fc263e84bb8f38b6d35989a48172d4
1b042d687443a8935bbb9b411249f46955c08ad35e2977d36bb6efcdfdd340eb,,,ACTIVE,NONE,61.0,6ffe94a7d26d4f54c321bde6963f160e8ea4ce9353ec234a04d0165243667531
1b2b4403ed87e1109a1df2531b7eab597bfa2e27cb3faa9be160c9209dddb974,1.0,1.0,ACTIVE,Regularly,20.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1b35b642b60884af9aec15b50c32a4920584f4ba16d8f69c371eb2680d5c03d4,,,ACTIVE,NONE,36.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
1b618860671c5e1a9536510123870a8d9f9fec2011d6f689108f2b740bf2c221,,,PRE-CREATE,NONE,40.0,0be91f1eae986de306060fce29abf28d961817cb327b77b144095bd9c3e8128c
1b9be583da61d9eaed146e72d29b1a8792c0c90155a7b59b03018e3b9d5e8b47,1.0,1.0,ACTIVE,Regularly,20.0,3c32a622b04916982b5353584d385ad1022bc6efda0a1bac2f7f6b9bfef1dc9b
1be2284460bd9a7e7b4c5f3023e73b05df30f9d6f4e8426754b7a09a370f0956,,,ACTIVE,NONE,33.0,f2288fb8f9b8ee2c3e56d6aa813d2a22f820cdfabf27a66aae543b91792b1e30
1c934b08f007b967b498dc4f5472bfbac929b49bcc886980bae236940685f7d5,1.0,1.0,ACTIVE,Regularly,20.0,8b11b2db564bcf7d7cf302db7b6699b48d372612f87f6c31332e3a587d2c7e78
1cc60f402878f9ac6ef84b88585f98403126b22d91e0551ba48155b2f67bd748,,,ACTIVE,NONE,22.0,f2966168579e4029fe7262f6c6710cb78eca5258764d0707d58486d68c9a12f2
1d1a63ccc3e27d84cb64012d3d3b09f54513d5b66b7c072b4b3ca530b840111d,,,ACTIVE,NONE,23.0,d6f12998c81cc14a5832c24402c3d4dea663186ccf725526335fa14b84ba2a73
1d4e272a2590ad2be45a1258e33af11c03278d5b71ccaf6b22d9db582f98b73f,1.0,1.0,ACTIVE,Regularly,20.0,dc062c8bcf8d5f8bceb4338e7cd7efe6ce18000810bfac2233a61cc9436b6b93
1dd8bfef1e21512edca3f26bb3c7c21ec3f69c4d102d4efc49d450fd0c7c7b01,1.0,1.0,ACTIVE,Regularly,40.0,5d33a0160760b5f38d43420a8848da6242709fd156083ecb2c9b3504e0e6cdc2
1df9d3faf433ad8344879dcd376099760397c9c34c245ccc30b67b3140c17ec6,1.0,1.0,ACTIVE,Regularly,62.0,9bcb50a5dd92bcb38b8851f14e828a1e63f972382131f5dd1f0be5c83b8d395a
1e1d10ea83deea3fd94aa4dc9fe0298e13098b759f0837ff1b2451b8e4950027,,,ACTIVE,NONE,27.0,8d29ccb116015c2f06036a892ac19fd3e9fc70790045533f7587af0139a1a8a6
1eed8b48570198076074003c62c1ff1602e0e683683ca1b3a207cc4f9f85d8cb,,,ACTIVE,NONE,23.0,f107223ca5aa3b99dbdf8901349ffd4a3e448611d4fd2081c591b535bca633f3
1f4b9f571d9084894d68912321114c77b724fc6321d9815e3e73623fb3f9348d,,,ACTIVE,NONE,50.0,24cf993079bd91f23d4e4644525f3add8efe1dcedfe2869d31c43d300d3fda9f
1fd0f30c2e47801785804435f083e3d90989a9a2b3a3a40d5b69e2b675d13656,,,ACTIVE,NONE,43.0,6a8ddaab2a3f3073daad3b197b3c3c00ddc05d5622c90253bce9a3f3cbe32e53
1fecfa11a5e3b82435be548d72c67b64c863568b2d4f369d1facde2e1060c19f,1.0,1.0,ACTIVE,Regularly,19.0,b4552f12cc109ad9cee12510c2fdff16088bbf0538c021b048d60457569f3605
201f4a0d42bc7684a033c4cc0094192fe0ccc2564a44d94cbb41fbe2d5e6d50c,,,ACTIVE,NONE,55.0,533805899998e1d6626c9e50e44916bcd4a6c6db6ffa1ce16888a0de2ce1b39d
2093e01d3fbe9e90177cf1263e0c8092107868ac11f1dfc988e6205258b90a01,,,ACTIVE,NONE,53.0,b005e2b2e69f3886e27112dd661376c87f7c3bd13deda3fba3e0caa3d0a544a4
20c5b9ad441af182257938ecfd8ec8ef96b9c4eb11e0ec38f434afdaeb91f1cf,,,ACTIVE,NONE,28.0,8f80d88d70b289a8d9300512cc239379b3355ce7d7a0058ab1be0f1657106de9
20e077db918af96c857c680b7498a9a136ae9cca5efe052723c866d0216fcac5,,,ACTIVE,NONE,58.0,94476e91352c53eb9489da44f1d8015ac7015cea5c2194ae68635f5aec917011
20eb1bb1e2e37ec4efda989ec5e736f77dc658e1c988309f9ef63270ae82ee3a,,,PRE-CREATE,NONE,30.0,503fd473ae7d4e18655a5b756e978a318e56aebffd0a55d97e7ac8546232256d
210f113fe87db5d6391e986dc06b8e4369e46284e3b98964bf41ced4199a551f,,,ACTIVE,NONE,22.0,9ed18d12987eac8c121a29fcbee75174061990eee4a4c405bc15356d1ce0841e
211a2ef477fcfc8fc40a63ffa70bb41086dd06ca85d4af83875485dbdf3419e6,,,ACTIVE,NONE,35.0,e7020454ad1e4ef316f03157664d4d6b2beae77548e40d9e65ff127ea0b0536c
2138ef1ba0c149f417b87e2d601fed40318797cb5cbb19a68dc8ba6430b15cc7,1.0,1.0,ACTIVE,Regularly,28.0,0dbcf89635fc6ce344f8f546e4a9429e257e974514a3339ba4b11997e19220d2
2225945f7a62eaa14d458f86c8c24f2c40240e2dbcee48f251af79d22b0f7d5d,,,ACTIVE,NONE,26.0,43bd53c799b0665cdf079b26b6e42169263f6dcb3656c9a85fcf57da96f59d12
222be2d40a1c47e56c4fe7d6f8832b48b6bdc36aa5f0ec2105fb5751782bb571,1.0,1.0,ACTIVE,Regularly,19.0,e75634d283019d7651195c43819a4dfefabdaabfe18e746a8be3e9f482535a00
22632b6ae2bb6692c7612b3d82d5d750995c45c4b68bf081687c1d821bcc4759,,,ACTIVE,NONE,28.0,749a175bc4330fa608a25b4ea61ea381963c6139c9a5472e9930027e56f3291e
2367cce4198cd2c74b7442067e4e0aafabf130ab58bcb2b8a0530210e6b4c3ff,,,PRE-CREATE,NONE,59.0,3a60312e68ae846c430cd7bb5ff7166288774a44bd68094994c3192515f959b4
23ac15661872c7283c16247e84b0350430fc13a04496b82da951cd682ec95db7,1.0,1.0,ACTIVE,Regularly,49.0,de159e8f262f1a6c1c3acd9f208df2a6fc13b6335c82415bdb1055edfd5631a0
23baffc3c9d30ebdc855c7e99575b8033a6f9895732dd5c070590d8b675c1d70,,,ACTIVE,NONE,29.0,edc2059137d388d3514e2279dbbce16ff48c3a44b7647c20dc9cf21fc89bc19c
244d0b028e3af059346dd89ea9527ac9deebed43e6aafcf13c8f83ded939b64d,1.0,1.0,ACTIVE,Regularly,22.0,26efbb3ecf2fa0374253c8543c6b28f9de770c13255925bbe5a5e82683b62b94
251444cd836b2d3c7823ea26a91a55319e847d431a27d2f95d4c19123bba5c51,1.0,1.0,ACTIVE,Regularly,20.0,9e558e2ad0d2cf6d720d47e60520e2ac1e4fc44550bf789e9a8c35441c78262a
253f64598a0cf633c5dbb7ce0c3da4ffe69fda016c80823cefed3e6aed21d6c5,,,ACTIVE,NONE,35.0,12ae21d301d4a00246ac4f57fd89fe93ac39ff85b57ddf341f62fbc73de282d1
2624728277dde906b24e40808f4faa6619766c9b87a23287e980ff0bd2eed561,,,ACTIVE,NONE,44.0,57d0220edf93319ff4e4ee7a967ba369c84151f42ec736809e1edbf81011a871
263a0b151fdf86e70f87dd04f93cb28643f9c92b7a60027bd71eff58e6a96e87,,,ACTIVE,NONE,21.0,39b51f8a27fe5ac40154c025274210fc479422448be46c521948c95954e9e888
2651ff4025022c24bb29c5ce3b6507041da5d39f84e7284e91aabebcceb4c739,,,ACTIVE,NONE,32.0,50f2afb61b4f3da83a529ba7fbb161f28e4fce253e9d2fd2ba450b0ff7bea1dd
26871dfbad1ae4050d98846beb787f5467c673586b11e58a8dd3bf565a9ea2af,,,ACTIVE,NONE,27.0,511e830cc170ec70848e29d271557fce8d00293cb4f4385a56da12b79726900c
26ad1a5839d42665e5ba92ad39b60b4d8ba8b868c9d5c54fe3af9ab4fd02c36e,1.0,1.0,ACTIVE,Regularly,28.0,dd33d59c692998396aa720c1d4e34139a0a4945b43c6ead0cf561cee5426ddd3
26caf58e225667c0245d5016f7cf111a30ce432d7177e67c15de47174947d758,1.0,1.0,ACTIVE,Regularly,53.0,9fb59f2584f17db980ff249a8ec31e7966001cc45f86e1dc480238a123d78921
26f4f3dddea69e0190352ae58d0789638a207a9566df785483897c2be9278913,1.0,1.0,ACTIVE,Regularly,23.0,5fd51a26aeab5e979cec189ada00b3f93cd8fe00c05e7a0925381f7bf3846876
28277ff31c92fe536037dd1562577a4b1a749775517e38b45009636b94c04120,,,ACTIVE,NONE,36.0,0aa2897cc25aa9730053ef40842d61d7afaa0921c82ffebbef66d42823f6fff2
2910d40eeba86da01c7ef7645ca057bc843f136f7128bcb72d94b55747a1986b,,,ACTIVE,NONE,30.0,c3395fa8e5e988092a8ff47ed92d521f65bbadc3d9fdf8fc6c95414637508fef
292753c407a033a7fcaa72defcb54344b8db2819cde6e15f6379cc9b881f84f6,,,ACTIVE,NONE,54.0,5b02ad5b7ac6ac9223995e8f3c77686ef1f407f350e38507937ed1746f772f3b
2942871de865db31c4cfde4f5811b5affda503094ac22a8d32e924473d5a6868,1.0,1.0,ACTIVE,Regularly,28.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
29b45659e99dd974a7bb7da07f61f8f027645b7d0ae478b0b76c02d553705d86,1.0,1.0,ACTIVE,Regularly,27.0,0d3323b696775f431259bf193906349b859862c6871b75270ca8131f25ee186d
29e4ec19eb365beb09e898e84153d9df2047a9ca04ce502c50d5914fa432a9f1,,,ACTIVE,NONE,25.0,1bde3440e3e8b744fd088b6e5ff79196c73cab953db37b4106ac8eec0e1df414
2a110d2e2e93b8003e33478c9758e9ab1b436bb885f6facc460752c403d97d53,,,ACTIVE,NONE,46.0,3de1af956b6109e792a35e15ef6ac89b8f8b81c609a14a54dc26cf4fc53f980c
2a2ee6612d9002e2e923fb108bc15bb631554347683b2bb3e57cf6e32cdfd24f,1.0,1.0,ACTIVE,Regularly,46.0,53617e18664019a839cbc7552c2c72d64cf601dd0f5a6b174f2799d305ceda1f
2a55ebfc7d91dafb5d75d32d4027ee99005d2c98b40711e9f3ff4b9ca3a68d7a,1.0,1.0,ACTIVE,Regularly,26.0,6d09f9cbec7b5a576164979ac9a8b517d8c9ef89334c9d1a7d60588b5d18cc29
2a9a5bc9aff6687ab396f8fdf8c4cee1ae95cb4004c22408b8367c417a010bbd,,,ACTIVE,NONE,60.0,845bd68976110677254aaca2f5cb4f7379dba03330c5d4c1cf21823012a4ea0e
2ac21e1a11306d36aace811fee8170a419776758202ce377d0e53e5c3f5bbdca,,,ACTIVE,NONE,24.0,03581b3344d730a36d08757ddc704377db2fe5ec0d8aab3cc8ab63605210ccd2
2acbeb6c72690293bd961f526661cd9c57506f31da8232556b43d26c9bb178e7,1.0,1.0,PRE-CREATE,Regularly,57.0,4f81e57e561b2b539bef57b9cc356e28e65fd0a833267c4df3386bd79b8bf32e
2acee978289ac4e7c108cb86d011276bd1b7ca9475dd29c52e2d142c7990ee6a,,,ACTIVE,,55.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
